# Device/Package xc7v2000tfhg1761 8/18/2011 15:46:50                                                                                                   

!Pin  Pin_Name                      Memory_Byte_Group  Bank  VCCAUX_Group  Super_Logic_Region  I/O_Type  No-Connect
AK15  IO_L3P_T0_DQS_31              0                  31    3             0                   HP        7VX485T, 7VX330T
AL14  IO_L3N_T0_DQS_31              0                  31    3             0                   HP        7VX485T, 7VX330T
AJ13  IO_L4P_T0_31                  0                  31    3             0                   HP        7VX485T, 7VX330T
AJ12  IO_L4N_T0_31                  0                  31    3             0                   HP        7VX485T, 7VX330T
AL16  IO_L5P_T0_31                  0                  31    3             0                   HP        7VX485T, 7VX330T
AL15  IO_L5N_T0_31                  0                  31    3             0                   HP        7VX485T, 7VX330T
AK12  IO_L6P_T0_31                  0                  31    3             0                   HP        7VX485T, 7VX330T
AL12  IO_L6N_T0_VREF_31             0                  31    3             0                   HP        7VX485T, 7VX330T
AM13  IO_L7P_T1_31                  1                  31    3             0                   HP        7VX485T, 7VX330T
AN13  IO_L7N_T1_31                  1                  31    3             0                   HP        7VX485T, 7VX330T
AM12  IO_L8P_T1_31                  1                  31    3             0                   HP        7VX485T, 7VX330T
AM11  IO_L8N_T1_31                  1                  31    3             0                   HP        7VX485T, 7VX330T
AN15  IO_L9P_T1_DQS_31              1                  31    3             0                   HP        7VX485T, 7VX330T
AN14  IO_L9N_T1_DQS_31              1                  31    3             0                   HP        7VX485T, 7VX330T
AN11  IO_L10P_T1_31                 1                  31    3             0                   HP        7VX485T, 7VX330T
AP11  IO_L10N_T1_31                 1                  31    3             0                   HP        7VX485T, 7VX330T
AR14  IO_L11P_T1_SRCC_31            1                  31    3             0                   HP        7VX485T, 7VX330T
AT14  IO_L11N_T1_SRCC_31            1                  31    3             0                   HP        7VX485T, 7VX330T
AP13  IO_L12P_T1_MRCC_31            1                  31    3             0                   HP        7VX485T, 7VX330T
AR13  IO_L12N_T1_MRCC_31            1                  31    3             0                   HP        7VX485T, 7VX330T
AU14  IO_L13P_T2_MRCC_31            2                  31    3             0                   HP        7VX485T, 7VX330T
AU13  IO_L13N_T2_MRCC_31            2                  31    3             0                   HP        7VX485T, 7VX330T
AV13  IO_L14P_T2_SRCC_31            2                  31    3             0                   HP        7VX485T, 7VX330T
AW13  IO_L14N_T2_SRCC_31            2                  31    3             0                   HP        7VX485T, 7VX330T
AP12  IO_L15P_T2_DQS_31             2                  31    3             0                   HP        7VX485T, 7VX330T
AR12  IO_L15N_T2_DQS_31             2                  31    3             0                   HP        7VX485T, 7VX330T
AR15  IO_L16P_T2_31                 2                  31    3             0                   HP        7VX485T, 7VX330T
AT15  IO_L16N_T2_31                 2                  31    3             0                   HP        7VX485T, 7VX330T
AT12  IO_L17P_T2_31                 2                  31    3             0                   HP        7VX485T, 7VX330T
AU12  IO_L17N_T2_31                 2                  31    3             0                   HP        7VX485T, 7VX330T
AV15  IO_L18P_T2_31                 2                  31    3             0                   HP        7VX485T, 7VX330T
AV14  IO_L18N_T2_31                 2                  31    3             0                   HP        7VX485T, 7VX330T
AW15  IO_L19P_T3_31                 3                  31    3             0                   HP        7VX485T, 7VX330T
AY15  IO_L19N_T3_VREF_31            3                  31    3             0                   HP        7VX485T, 7VX330T
AW12  IO_L20P_T3_31                 3                  31    3             0                   HP        7VX485T, 7VX330T
AY12  IO_L20N_T3_31                 3                  31    3             0                   HP        7VX485T, 7VX330T
BA15  IO_L21P_T3_DQS_31             3                  31    3             0                   HP        7VX485T, 7VX330T
BA14  IO_L21N_T3_DQS_31             3                  31    3             0                   HP        7VX485T, 7VX330T
AY14  IO_L22P_T3_31                 3                  31    3             0                   HP        7VX485T, 7VX330T
AY13  IO_L22N_T3_31                 3                  31    3             0                   HP        7VX485T, 7VX330T
BB14  IO_L23P_T3_31                 3                  31    3             0                   HP        7VX485T, 7VX330T
BB13  IO_L23N_T3_31                 3                  31    3             0                   HP        7VX485T, 7VX330T
BA12  IO_L24P_T3_31                 3                  31    3             0                   HP        7VX485T, 7VX330T
BB12  IO_L24N_T3_31                 3                  31    3             0                   HP        7VX485T, 7VX330T
AP15  IO_25_VRP_31                  NA                 31    3             0                   HP        7VX485T, 7VX330T
AR20  IO_0_VRN_32                   NA                 32    3             0                   HP        7VX485T, 7VX330T
AL19  IO_L1P_T0_32                  0                  32    3             0                   HP        7VX485T, 7VX330T
AM19  IO_L1N_T0_32                  0                  32    3             0                   HP        7VX485T, 7VX330T
AK17  IO_L2P_T0_32                  0                  32    3             0                   HP        7VX485T, 7VX330T
AL17  IO_L2N_T0_32                  0                  32    3             0                   HP        7VX485T, 7VX330T
AM18  IO_L3P_T0_DQS_32              0                  32    3             0                   HP        7VX485T, 7VX330T
AM17  IO_L3N_T0_DQS_32              0                  32    3             0                   HP        7VX485T, 7VX330T
AK19  IO_L4P_T0_32                  0                  32    3             0                   HP        7VX485T, 7VX330T
AK18  IO_L4N_T0_32                  0                  32    3             0                   HP        7VX485T, 7VX330T
AM16  IO_L5P_T0_32                  0                  32    3             0                   HP        7VX485T, 7VX330T
AN16  IO_L5N_T0_32                  0                  32    3             0                   HP        7VX485T, 7VX330T
AJ18  IO_L6P_T0_32                  0                  32    3             0                   HP        7VX485T, 7VX330T
AJ17  IO_L6N_T0_VREF_32             0                  32    3             0                   HP        7VX485T, 7VX330T
AP18  IO_L7P_T1_32                  1                  32    3             0                   HP        7VX485T, 7VX330T
AP17  IO_L7N_T1_32                  1                  32    3             0                   HP        7VX485T, 7VX330T
AP20  IO_L8P_T1_32                  1                  32    3             0                   HP        7VX485T, 7VX330T
AR19  IO_L8N_T1_32                  1                  32    3             0                   HP        7VX485T, 7VX330T
AN19  IO_L9P_T1_DQS_32              1                  32    3             0                   HP        7VX485T, 7VX330T
AN18  IO_L9N_T1_DQS_32              1                  32    3             0                   HP        7VX485T, 7VX330T
AR18  IO_L10P_T1_32                 1                  32    3             0                   HP        7VX485T, 7VX330T
AR17  IO_L10N_T1_32                 1                  32    3             0                   HP        7VX485T, 7VX330T
AU18  IO_L11P_T1_SRCC_32            1                  32    3             0                   HP        7VX485T, 7VX330T
AV18  IO_L11N_T1_SRCC_32            1                  32    3             0                   HP        7VX485T, 7VX330T
AT17  IO_L12P_T1_MRCC_32            1                  32    3             0                   HP        7VX485T, 7VX330T
AU17  IO_L12N_T1_MRCC_32            1                  32    3             0                   HP        7VX485T, 7VX330T
AY18  IO_L13P_T2_MRCC_32            2                  32    3             0                   HP        7VX485T, 7VX330T
AY17  IO_L13N_T2_MRCC_32            2                  32    3             0                   HP        7VX485T, 7VX330T
AW18  IO_L14P_T2_SRCC_32            2                  32    3             0                   HP        7VX485T, 7VX330T
AW17  IO_L14N_T2_SRCC_32            2                  32    3             0                   HP        7VX485T, 7VX330T
AU19  IO_L15P_T2_DQS_32             2                  32    3             0                   HP        7VX485T, 7VX330T
AV19  IO_L15N_T2_DQS_32             2                  32    3             0                   HP        7VX485T, 7VX330T
AT20  IO_L16P_T2_32                 2                  32    3             0                   HP        7VX485T, 7VX330T
AT19  IO_L16N_T2_32                 2                  32    3             0                   HP        7VX485T, 7VX330T
AV16  IO_L17P_T2_32                 2                  32    3             0                   HP        7VX485T, 7VX330T
AW16  IO_L17N_T2_32                 2                  32    3             0                   HP        7VX485T, 7VX330T
AT16  IO_L18P_T2_32                 2                  32    3             0                   HP        7VX485T, 7VX330T
AU16  IO_L18N_T2_32                 2                  32    3             0                   HP        7VX485T, 7VX330T
BB19  IO_L19P_T3_32                 3                  32    3             0                   HP        7VX485T, 7VX330T
BB18  IO_L19N_T3_VREF_32            3                  32    3             0                   HP        7VX485T, 7VX330T
AV20  IO_L20P_T3_32                 3                  32    3             0                   HP        7VX485T, 7VX330T
AW20  IO_L20N_T3_32                 3                  32    3             0                   HP        7VX485T, 7VX330T
BA17  IO_L21P_T3_DQS_32             3                  32    3             0                   HP        7VX485T, 7VX330T
BB17  IO_L21N_T3_DQS_32             3                  32    3             0                   HP        7VX485T, 7VX330T
AY20  IO_L22P_T3_32                 3                  32    3             0                   HP        7VX485T, 7VX330T
BA20  IO_L22N_T3_32                 3                  32    3             0                   HP        7VX485T, 7VX330T
BA16  IO_L23P_T3_32                 3                  32    3             0                   HP        7VX485T, 7VX330T
BB16  IO_L23N_T3_32                 3                  32    3             0                   HP        7VX485T, 7VX330T
AY19  IO_L24P_T3_32                 3                  32    3             0                   HP        7VX485T, 7VX330T
BA19  IO_L24N_T3_32                 3                  32    3             0                   HP        7VX485T, 7VX330T
AP16  IO_25_VRP_32                  NA                 32    3             0                   HP        7VX485T, 7VX330T
AL24  IO_0_VRN_33                   NA                 33    3             0                   HP        NA
AJ23  IO_L1P_T0_33                  0                  33    3             0                   HP        NA
AK23  IO_L1N_T0_33                  0                  33    3             0                   HP        NA
AK20  IO_L2P_T0_33                  0                  33    3             0                   HP        NA
AL20  IO_L2N_T0_33                  0                  33    3             0                   HP        NA
AJ22  IO_L3P_T0_DQS_33              0                  33    3             0                   HP        NA
AK22  IO_L3N_T0_DQS_33              0                  33    3             0                   HP        NA
AL21  IO_L4P_T0_33                  0                  33    3             0                   HP        NA
AM21  IO_L4N_T0_33                  0                  33    3             0                   HP        NA
AJ21  IO_L5P_T0_33                  0                  33    3             0                   HP        NA
AJ20  IO_L5N_T0_33                  0                  33    3             0                   HP        NA
AL22  IO_L6P_T0_33                  0                  33    3             0                   HP        NA
AM22  IO_L6N_T0_VREF_33             0                  33    3             0                   HP        NA
AM24  IO_L7P_T1_33                  1                  33    3             0                   HP        NA
AN24  IO_L7N_T1_33                  1                  33    3             0                   HP        NA
AM23  IO_L8P_T1_33                  1                  33    3             0                   HP        NA
AN23  IO_L8N_T1_33                  1                  33    3             0                   HP        NA
AP23  IO_L9P_T1_DQS_33              1                  33    3             0                   HP        NA
AP22  IO_L9N_T1_DQS_33              1                  33    3             0                   HP        NA
AN21  IO_L10P_T1_33                 1                  33    3             0                   HP        NA
AP21  IO_L10N_T1_33                 1                  33    3             0                   HP        NA
AR23  IO_L11P_T1_SRCC_33            1                  33    3             0                   HP        NA
AR22  IO_L11N_T1_SRCC_33            1                  33    3             0                   HP        NA
AT22  IO_L12P_T1_MRCC_33            1                  33    3             0                   HP        NA
AU22  IO_L12N_T1_MRCC_33            1                  33    3             0                   HP        NA
AU23  IO_L13P_T2_MRCC_33            2                  33    3             0                   HP        NA
AV23  IO_L13N_T2_MRCC_33            2                  33    3             0                   HP        NA
AW23  IO_L14P_T2_SRCC_33            2                  33    3             0                   HP        NA
AW22  IO_L14N_T2_SRCC_33            2                  33    3             0                   HP        NA
AT21  IO_L15P_T2_DQS_33             2                  33    3             0                   HP        NA
AU21  IO_L15N_T2_DQS_33             2                  33    3             0                   HP        NA
AR24  IO_L16P_T2_33                 2                  33    3             0                   HP        NA
AT24  IO_L16N_T2_33                 2                  33    3             0                   HP        NA
AV21  IO_L17P_T2_33                 2                  33    3             0                   HP        NA
AW21  IO_L17N_T2_33                 2                  33    3             0                   HP        NA
AU24  IO_L18P_T2_33                 2                  33    3             0                   HP        NA
AV24  IO_L18N_T2_33                 2                  33    3             0                   HP        NA
AY23  IO_L19P_T3_33                 3                  33    3             0                   HP        NA
AY22  IO_L19N_T3_VREF_33            3                  33    3             0                   HP        NA
AY25  IO_L20P_T3_33                 3                  33    3             0                   HP        NA
BA25  IO_L20N_T3_33                 3                  33    3             0                   HP        NA
BA22  IO_L21P_T3_DQS_33             3                  33    3             0                   HP        NA
BB22  IO_L21N_T3_DQS_33             3                  33    3             0                   HP        NA
AY24  IO_L22P_T3_33                 3                  33    3             0                   HP        NA
BA24  IO_L22N_T3_33                 3                  33    3             0                   HP        NA
BA21  IO_L23P_T3_33                 3                  33    3             0                   HP        NA
BB21  IO_L23N_T3_33                 3                  33    3             0                   HP        NA
BB24  IO_L24P_T3_33                 3                  33    3             0                   HP        NA
BB23  IO_L24N_T3_33                 3                  33    3             0                   HP        NA
AN20  IO_25_VRP_33                  NA                 33    3             0                   HP        NA
R29   IO_0_VRN_34                   NA                 34    4             1                   HP        NA
K35   IO_L1P_T0_34                  0                  34    4             1                   HP        NA
J35   IO_L1N_T0_34                  0                  34    4             1                   HP        NA
J32   IO_L2P_T0_34                  0                  34    4             1                   HP        NA
J33   IO_L2N_T0_34                  0                  34    4             1                   HP        NA
K33   IO_L3P_T0_DQS_34              0                  34    4             1                   HP        NA
K34   IO_L3N_T0_DQS_34              0                  34    4             1                   HP        NA
L34   IO_L4P_T0_34                  0                  34    4             1                   HP        NA
L35   IO_L4N_T0_34                  0                  34    4             1                   HP        NA
M33   IO_L5P_T0_34                  0                  34    4             1                   HP        NA
M34   IO_L5N_T0_34                  0                  34    4             1                   HP        NA
H34   IO_L6P_T0_34                  0                  34    4             1                   HP        NA
H35   IO_L6N_T0_VREF_34             0                  34    4             1                   HP        NA
K29   IO_L7P_T1_34                  1                  34    4             1                   HP        NA
K30   IO_L7N_T1_34                  1                  34    4             1                   HP        NA
J30   IO_L8P_T1_34                  1                  34    4             1                   HP        NA
H30   IO_L8N_T1_34                  1                  34    4             1                   HP        NA
L29   IO_L9P_T1_DQS_34              1                  34    4             1                   HP        NA
L30   IO_L9N_T1_DQS_34              1                  34    4             1                   HP        NA
J31   IO_L10P_T1_34                 1                  34    4             1                   HP        NA
H31   IO_L10N_T1_34                 1                  34    4             1                   HP        NA
M32   IO_L11P_T1_SRCC_34            1                  34    4             1                   HP        NA
L32   IO_L11N_T1_SRCC_34            1                  34    4             1                   HP        NA
L31   IO_L12P_T1_MRCC_34            1                  34    4             1                   HP        NA
K32   IO_L12N_T1_MRCC_34            1                  34    4             1                   HP        NA
N30   IO_L13P_T2_MRCC_34            2                  34    4             1                   HP        NA
M31   IO_L13N_T2_MRCC_34            2                  34    4             1                   HP        NA
P30   IO_L14P_T2_SRCC_34            2                  34    4             1                   HP        NA
N31   IO_L14N_T2_SRCC_34            2                  34    4             1                   HP        NA
M28   IO_L15P_T2_DQS_34             2                  34    4             1                   HP        NA
M29   IO_L15N_T2_DQS_34             2                  34    4             1                   HP        NA
R28   IO_L16P_T2_34                 2                  34    4             1                   HP        NA
P28   IO_L16N_T2_34                 2                  34    4             1                   HP        NA
N28   IO_L17P_T2_34                 2                  34    4             1                   HP        NA
N29   IO_L17N_T2_34                 2                  34    4             1                   HP        NA
R30   IO_L18P_T2_34                 2                  34    4             1                   HP        NA
P31   IO_L18N_T2_34                 2                  34    4             1                   HP        NA
U31   IO_L19P_T3_34                 3                  34    4             1                   HP        NA
T31   IO_L19N_T3_VREF_34            3                  34    4             1                   HP        NA
V30   IO_L20P_T3_34                 3                  34    4             1                   HP        NA
V31   IO_L20N_T3_34                 3                  34    4             1                   HP        NA
T29   IO_L21P_T3_DQS_34             3                  34    4             1                   HP        NA
T30   IO_L21N_T3_DQS_34             3                  34    4             1                   HP        NA
W30   IO_L22P_T3_34                 3                  34    4             1                   HP        NA
W31   IO_L22N_T3_34                 3                  34    4             1                   HP        NA
V29   IO_L23P_T3_34                 3                  34    4             1                   HP        NA
U29   IO_L23N_T3_34                 3                  34    4             1                   HP        NA
Y29   IO_L24P_T3_34                 3                  34    4             1                   HP        NA
Y30   IO_L24N_T3_34                 3                  34    4             1                   HP        NA
U28   IO_25_VRP_34                  NA                 34    4             1                   HP        NA
G31   IO_0_VRN_35                   NA                 35    4             1                   HP        NA
B36   IO_L1P_T0_AD4P_35             0                  35    4             1                   HP        NA
A37   IO_L1N_T0_AD4N_35             0                  35    4             1                   HP        NA
B34   IO_L2P_T0_AD12P_35            0                  35    4             1                   HP        NA
A34   IO_L2N_T0_AD12N_35            0                  35    4             1                   HP        NA
B39   IO_L3P_T0_DQS_AD5P_35         0                  35    4             1                   HP        NA
A39   IO_L3N_T0_DQS_AD5N_35         0                  35    4             1                   HP        NA
A35   IO_L4P_T0_35                  0                  35    4             1                   HP        NA
A36   IO_L4N_T0_35                  0                  35    4             1                   HP        NA
C38   IO_L5P_T0_AD13P_35            0                  35    4             1                   HP        NA
C39   IO_L5N_T0_AD13N_35            0                  35    4             1                   HP        NA
B37   IO_L6P_T0_35                  0                  35    4             1                   HP        NA
B38   IO_L6N_T0_VREF_35             0                  35    4             1                   HP        NA
E32   IO_L7P_T1_AD6P_35             1                  35    4             1                   HP        NA
D32   IO_L7N_T1_AD6N_35             1                  35    4             1                   HP        NA
B32   IO_L8P_T1_AD14P_35            1                  35    4             1                   HP        NA
B33   IO_L8N_T1_AD14N_35            1                  35    4             1                   HP        NA
E33   IO_L9P_T1_DQS_AD7P_35         1                  35    4             1                   HP        NA
D33   IO_L9N_T1_DQS_AD7N_35         1                  35    4             1                   HP        NA
C33   IO_L10P_T1_AD15P_35           1                  35    4             1                   HP        NA
C34   IO_L10N_T1_AD15N_35           1                  35    4             1                   HP        NA
D35   IO_L11P_T1_SRCC_35            1                  35    4             1                   HP        NA
D36   IO_L11N_T1_SRCC_35            1                  35    4             1                   HP        NA
C35   IO_L12P_T1_MRCC_35            1                  35    4             1                   HP        NA
C36   IO_L12N_T1_MRCC_35            1                  35    4             1                   HP        NA
E34   IO_L13P_T2_MRCC_35            2                  35    4             1                   HP        NA
E35   IO_L13N_T2_MRCC_35            2                  35    4             1                   HP        NA
D37   IO_L14P_T2_SRCC_35            2                  35    4             1                   HP        NA
D38   IO_L14N_T2_SRCC_35            2                  35    4             1                   HP        NA
G32   IO_L15P_T2_DQS_35             2                  35    4             1                   HP        NA
F32   IO_L15N_T2_DQS_35             2                  35    4             1                   HP        NA
F36   IO_L16P_T2_35                 2                  35    4             1                   HP        NA
F37   IO_L16N_T2_35                 2                  35    4             1                   HP        NA
F34   IO_L17P_T2_35                 2                  35    4             1                   HP        NA
F35   IO_L17N_T2_35                 2                  35    4             1                   HP        NA
H33   IO_L18P_T2_35                 2                  35    4             1                   HP        NA
G33   IO_L18N_T2_35                 2                  35    4             1                   HP        NA
E37   IO_L19P_T3_35                 3                  35    4             1                   HP        NA
E38   IO_L19N_T3_VREF_35            3                  35    4             1                   HP        NA
G36   IO_L20P_T3_35                 3                  35    4             1                   HP        NA
G37   IO_L20N_T3_35                 3                  35    4             1                   HP        NA
F39   IO_L21P_T3_DQS_35             3                  35    4             1                   HP        NA
E39   IO_L21N_T3_DQS_35             3                  35    4             1                   HP        NA
J37   IO_L22P_T3_35                 3                  35    4             1                   HP        NA
J38   IO_L22N_T3_35                 3                  35    4             1                   HP        NA
H38   IO_L23P_T3_35                 3                  35    4             1                   HP        NA
G38   IO_L23N_T3_35                 3                  35    4             1                   HP        NA
J36   IO_L24P_T3_35                 3                  35    4             1                   HP        NA
H36   IO_L24N_T3_35                 3                  35    4             1                   HP        NA
G34   IO_25_VRP_35                  NA                 35    4             1                   HP        NA
M23   IO_0_VRN_36                   NA                 36    4             1                   HP        NA
H24   IO_L1P_T0_36                  0                  36    4             1                   HP        NA
G24   IO_L1N_T0_36                  0                  36    4             1                   HP        NA
J21   IO_L2P_T0_36                  0                  36    4             1                   HP        NA
H21   IO_L2N_T0_36                  0                  36    4             1                   HP        NA
H25   IO_L3P_T0_DQS_36              0                  36    4             1                   HP        NA
H26   IO_L3N_T0_DQS_36              0                  36    4             1                   HP        NA
G21   IO_L4P_T0_36                  0                  36    4             1                   HP        NA
G22   IO_L4N_T0_36                  0                  36    4             1                   HP        NA
G26   IO_L5P_T0_36                  0                  36    4             1                   HP        NA
G27   IO_L5N_T0_36                  0                  36    4             1                   HP        NA
H23   IO_L6P_T0_36                  0                  36    4             1                   HP        NA
G23   IO_L6N_T0_VREF_36             0                  36    4             1                   HP        NA
G28   IO_L7P_T1_36                  1                  36    4             1                   HP        NA
G29   IO_L7N_T1_36                  1                  36    4             1                   HP        NA
K28   IO_L8P_T1_36                  1                  36    4             1                   HP        NA
J28   IO_L8N_T1_36                  1                  36    4             1                   HP        NA
H28   IO_L9P_T1_DQS_36              1                  36    4             1                   HP        NA
H29   IO_L9N_T1_DQS_36              1                  36    4             1                   HP        NA
K27   IO_L10P_T1_36                 1                  36    4             1                   HP        NA
J27   IO_L10N_T1_36                 1                  36    4             1                   HP        NA
K24   IO_L11P_T1_SRCC_36            1                  36    4             1                   HP        NA
K25   IO_L11N_T1_SRCC_36            1                  36    4             1                   HP        NA
J25   IO_L12P_T1_MRCC_36            1                  36    4             1                   HP        NA
J26   IO_L12N_T1_MRCC_36            1                  36    4             1                   HP        NA
M24   IO_L13P_T2_MRCC_36            2                  36    4             1                   HP        NA
L24   IO_L13N_T2_MRCC_36            2                  36    4             1                   HP        NA
K23   IO_L14P_T2_SRCC_36            2                  36    4             1                   HP        NA
J23   IO_L14N_T2_SRCC_36            2                  36    4             1                   HP        NA
M22   IO_L15P_T2_DQS_36             2                  36    4             1                   HP        NA
L22   IO_L15N_T2_DQS_36             2                  36    4             1                   HP        NA
L25   IO_L16P_T2_36                 2                  36    4             1                   HP        NA
L26   IO_L16N_T2_36                 2                  36    4             1                   HP        NA
K22   IO_L17P_T2_36                 2                  36    4             1                   HP        NA
J22   IO_L17N_T2_36                 2                  36    4             1                   HP        NA
M21   IO_L18P_T2_36                 2                  36    4             1                   HP        NA
L21   IO_L18N_T2_36                 2                  36    4             1                   HP        NA
P21   IO_L19P_T3_36                 3                  36    4             1                   HP        NA
N21   IO_L19N_T3_VREF_36            3                  36    4             1                   HP        NA
P25   IO_L20P_T3_36                 3                  36    4             1                   HP        NA
P26   IO_L20N_T3_36                 3                  36    4             1                   HP        NA
P22   IO_L21P_T3_DQS_36             3                  36    4             1                   HP        NA
P23   IO_L21N_T3_DQS_36             3                  36    4             1                   HP        NA
N25   IO_L22P_T3_36                 3                  36    4             1                   HP        NA
N26   IO_L22N_T3_36                 3                  36    4             1                   HP        NA
N23   IO_L23P_T3_36                 3                  36    4             1                   HP        NA
N24   IO_L23N_T3_36                 3                  36    4             1                   HP        NA
M27   IO_L24P_T3_36                 3                  36    4             1                   HP        NA
L27   IO_L24N_T3_36                 3                  36    4             1                   HP        NA
M26   IO_25_VRP_36                  NA                 36    4             1                   HP        NA
F21   IO_0_VRN_37                   NA                 37    5             2                   HP        NA
A24   IO_L1P_T0_37                  0                  37    5             2                   HP        NA
A25   IO_L1N_T0_37                  0                  37    5             2                   HP        NA
B22   IO_L2P_T0_37                  0                  37    5             2                   HP        NA
A22   IO_L2N_T0_37                  0                  37    5             2                   HP        NA
A26   IO_L3P_T0_DQS_37              0                  37    5             2                   HP        NA
A27   IO_L3N_T0_DQS_37              0                  37    5             2                   HP        NA
C23   IO_L4P_T0_37                  0                  37    5             2                   HP        NA
B23   IO_L4N_T0_37                  0                  37    5             2                   HP        NA
B26   IO_L5P_T0_37                  0                  37    5             2                   HP        NA
B27   IO_L5N_T0_37                  0                  37    5             2                   HP        NA
C24   IO_L6P_T0_37                  0                  37    5             2                   HP        NA
B24   IO_L6N_T0_VREF_37             0                  37    5             2                   HP        NA
E23   IO_L7P_T1_37                  1                  37    5             2                   HP        NA
E24   IO_L7N_T1_37                  1                  37    5             2                   HP        NA
F22   IO_L8P_T1_37                  1                  37    5             2                   HP        NA
E22   IO_L8N_T1_37                  1                  37    5             2                   HP        NA
F25   IO_L9P_T1_DQS_37              1                  37    5             2                   HP        NA
E25   IO_L9N_T1_DQS_37              1                  37    5             2                   HP        NA
D22   IO_L10P_T1_37                 1                  37    5             2                   HP        NA
D23   IO_L10N_T1_37                 1                  37    5             2                   HP        NA
D25   IO_L11P_T1_SRCC_37            1                  37    5             2                   HP        NA
D26   IO_L11N_T1_SRCC_37            1                  37    5             2                   HP        NA
C25   IO_L12P_T1_MRCC_37            1                  37    5             2                   HP        NA
C26   IO_L12N_T1_MRCC_37            1                  37    5             2                   HP        NA
D27   IO_L13P_T2_MRCC_37            2                  37    5             2                   HP        NA
D28   IO_L13N_T2_MRCC_37            2                  37    5             2                   HP        NA
C28   IO_L14P_T2_SRCC_37            2                  37    5             2                   HP        NA
C29   IO_L14N_T2_SRCC_37            2                  37    5             2                   HP        NA
B28   IO_L15P_T2_DQS_37             2                  37    5             2                   HP        NA
B29   IO_L15N_T2_DQS_37             2                  37    5             2                   HP        NA
A31   IO_L16P_T2_37                 2                  37    5             2                   HP        NA
A32   IO_L16N_T2_37                 2                  37    5             2                   HP        NA
A29   IO_L17P_T2_37                 2                  37    5             2                   HP        NA
A30   IO_L17N_T2_37                 2                  37    5             2                   HP        NA
C31   IO_L18P_T2_37                 2                  37    5             2                   HP        NA
B31   IO_L18N_T2_37                 2                  37    5             2                   HP        NA
E30   IO_L19P_T3_37                 3                  37    5             2                   HP        NA
D31   IO_L19N_T3_VREF_37            3                  37    5             2                   HP        NA
D30   IO_L20P_T3_37                 3                  37    5             2                   HP        NA
C30   IO_L20N_T3_37                 3                  37    5             2                   HP        NA
E27   IO_L21P_T3_DQS_37             3                  37    5             2                   HP        NA
E28   IO_L21N_T3_DQS_37             3                  37    5             2                   HP        NA
F29   IO_L22P_T3_37                 3                  37    5             2                   HP        NA
E29   IO_L22N_T3_37                 3                  37    5             2                   HP        NA
F26   IO_L23P_T3_37                 3                  37    5             2                   HP        NA
F27   IO_L23N_T3_37                 3                  37    5             2                   HP        NA
F30   IO_L24P_T3_37                 3                  37    5             2                   HP        NA
F31   IO_L24N_T3_37                 3                  37    5             2                   HP        NA
F24   IO_25_VRP_37                  NA                 37    5             2                   HP        NA
K18   IO_0_VRN_38                   NA                 38    5             2                   HP        NA
C19   IO_L1P_T0_38                  0                  38    5             2                   HP        NA
B19   IO_L1N_T0_38                  0                  38    5             2                   HP        NA
A16   IO_L2P_T0_38                  0                  38    5             2                   HP        NA
A15   IO_L2N_T0_38                  0                  38    5             2                   HP        NA
A20   IO_L3P_T0_DQS_38              0                  38    5             2                   HP        NA
A19   IO_L3N_T0_DQS_38              0                  38    5             2                   HP        NA
B17   IO_L4P_T0_38                  0                  38    5             2                   HP        NA
A17   IO_L4N_T0_38                  0                  38    5             2                   HP        NA
B21   IO_L5P_T0_38                  0                  38    5             2                   HP        NA
A21   IO_L5N_T0_38                  0                  38    5             2                   HP        NA
C18   IO_L6P_T0_38                  0                  38    5             2                   HP        NA
B18   IO_L6N_T0_VREF_38             0                  38    5             2                   HP        NA
D20   IO_L7P_T1_38                  1                  38    5             2                   HP        NA
C20   IO_L7N_T1_38                  1                  38    5             2                   HP        NA
F17   IO_L8P_T1_38                  1                  38    5             2                   HP        NA
E17   IO_L8N_T1_38                  1                  38    5             2                   HP        NA
D21   IO_L9P_T1_DQS_38              1                  38    5             2                   HP        NA
C21   IO_L9N_T1_DQS_38              1                  38    5             2                   HP        NA
D18   IO_L10P_T1_38                 1                  38    5             2                   HP        NA
D17   IO_L10N_T1_38                 1                  38    5             2                   HP        NA
G19   IO_L11P_T1_SRCC_38            1                  38    5             2                   HP        NA
F19   IO_L11N_T1_SRCC_38            1                  38    5             2                   HP        NA
E19   IO_L12P_T1_MRCC_38            1                  38    5             2                   HP        NA
E18   IO_L12N_T1_MRCC_38            1                  38    5             2                   HP        NA
H19   IO_L13P_T2_MRCC_38            2                  38    5             2                   HP        NA
G18   IO_L13N_T2_MRCC_38            2                  38    5             2                   HP        NA
K19   IO_L14P_T2_SRCC_38            2                  38    5             2                   HP        NA
J18   IO_L14N_T2_SRCC_38            2                  38    5             2                   HP        NA
F20   IO_L15P_T2_DQS_38             2                  38    5             2                   HP        NA
E20   IO_L15N_T2_DQS_38             2                  38    5             2                   HP        NA
K17   IO_L16P_T2_38                 2                  38    5             2                   HP        NA
J17   IO_L16N_T2_38                 2                  38    5             2                   HP        NA
J20   IO_L17P_T2_38                 2                  38    5             2                   HP        NA
H20   IO_L17N_T2_38                 2                  38    5             2                   HP        NA
H18   IO_L18P_T2_38                 2                  38    5             2                   HP        NA
G17   IO_L18N_T2_38                 2                  38    5             2                   HP        NA
