# Device/Package xc7v2000tfhg1761 8/18/2011 15:46:50                                                                                                   

!Pin  Pin_Name                      Memory_Byte_Group  Bank  VCCAUX_Group  Super_Logic_Region  I/O_Type  No-Connect
AP8   MGTXRXP3_112                  NA                 112   NA            0                   GTX       7VX485T, 7VX330T
AR1   MGTXTXN3_112                  NA                 112   NA            0                   GTX       7VX485T, 7VX330T
AP7   MGTXRXN3_112                  NA                 112   NA            0                   GTX       7VX485T, 7VX330T
AT4   MGTXTXP2_112                  NA                 112   NA            0                   GTX       7VX485T, 7VX330T
AR6   MGTXRXP2_112                  NA                 112   NA            0                   GTX       7VX485T, 7VX330T
AT3   MGTXTXN2_112                  NA                 112   NA            0                   GTX       7VX485T, 7VX330T
AT8   MGTREFCLK0P_112               NA                 112   NA            0                   GTX       7VX485T, 7VX330T
AR5   MGTXRXN2_112                  NA                 112   NA            0                   GTX       7VX485T, 7VX330T
W10   MGTAVTTRCAL_112               NA                 112   NA            0                   GTX       7VX485T, 7VX330T
AT7   MGTREFCLK0N_112               NA                 112   NA            0                   GTX       7VX485T, 7VX330T
W9    MGTRREF_112                   NA                 112   NA            0                   GTX       7VX485T, 7VX330T
AU9   MGTREFCLK1N_112               NA                 112   NA            0                   GTX       7VX485T, 7VX330T
AU10  MGTREFCLK1P_112               NA                 112   NA            0                   GTX       7VX485T, 7VX330T
AU2   MGTXTXP1_112                  NA                 112   NA            0                   GTX       7VX485T, 7VX330T
AU6   MGTXRXP1_112                  NA                 112   NA            0                   GTX       7VX485T, 7VX330T
AU1   MGTXTXN1_112                  NA                 112   NA            0                   GTX       7VX485T, 7VX330T
AU5   MGTXRXN1_112                  NA                 112   NA            0                   GTX       7VX485T, 7VX330T
AV4   MGTXTXP0_112                  NA                 112   NA            0                   GTX       7VX485T, 7VX330T
AV8   MGTXRXP0_112                  NA                 112   NA            0                   GTX       7VX485T, 7VX330T
AV3   MGTXTXN0_112                  NA                 112   NA            0                   GTX       7VX485T, 7VX330T
AV7   MGTXRXN0_112                  NA                 112   NA            0                   GTX       7VX485T, 7VX330T
AL2   MGTXTXP3_113                  NA                 113   NA            0                   GTX       NA
AJ6   MGTXRXP3_113                  NA                 113   NA            0                   GTX       NA
AL1   MGTXTXN3_113                  NA                 113   NA            0                   GTX       NA
AJ5   MGTXRXN3_113                  NA                 113   NA            0                   GTX       NA
AM4   MGTXTXP2_113                  NA                 113   NA            0                   GTX       NA
AL6   MGTXRXP2_113                  NA                 113   NA            0                   GTX       NA
AM3   MGTXTXN2_113                  NA                 113   NA            0                   GTX       NA
AH8   MGTREFCLK0P_113               NA                 113   NA            0                   GTX       NA
AL5   MGTXRXN2_113                  NA                 113   NA            0                   GTX       NA
AH7   MGTREFCLK0N_113               NA                 113   NA            0                   GTX       NA
AK7   MGTREFCLK1N_113               NA                 113   NA            0                   GTX       NA
AK8   MGTREFCLK1P_113               NA                 113   NA            0                   GTX       NA
AN2   MGTXTXP1_113                  NA                 113   NA            0                   GTX       NA
AM8   MGTXRXP1_113                  NA                 113   NA            0                   GTX       NA
AN1   MGTXTXN1_113                  NA                 113   NA            0                   GTX       NA
AM7   MGTXRXN1_113                  NA                 113   NA            0                   GTX       NA
AP4   MGTXTXP0_113                  NA                 113   NA            0                   GTX       NA
AN6   MGTXRXP0_113                  NA                 113   NA            0                   GTX       NA
AP3   MGTXTXN0_113                  NA                 113   NA            0                   GTX       NA
AN5   MGTXRXN0_113                  NA                 113   NA            0                   GTX       NA
AG2   MGTXTXP3_114                  NA                 114   NA            1                   GTX       NA
AD4   MGTXRXP3_114                  NA                 114   NA            1                   GTX       NA
AG1   MGTXTXN3_114                  NA                 114   NA            1                   GTX       NA
AD3   MGTXRXN3_114                  NA                 114   NA            1                   GTX       NA
AH4   MGTXTXP2_114                  NA                 114   NA            1                   GTX       NA
AE6   MGTXRXP2_114                  NA                 114   NA            1                   GTX       NA
AH3   MGTXTXN2_114                  NA                 114   NA            1                   GTX       NA
AD8   MGTREFCLK0P_114               NA                 114   NA            1                   GTX       NA
AE5   MGTXRXN2_114                  NA                 114   NA            1                   GTX       NA
AD7   MGTREFCLK0N_114               NA                 114   NA            1                   GTX       NA
AF7   MGTREFCLK1N_114               NA                 114   NA            1                   GTX       NA
AF8   MGTREFCLK1P_114               NA                 114   NA            1                   GTX       NA
AJ2   MGTXTXP1_114                  NA                 114   NA            1                   GTX       NA
AF4   MGTXRXP1_114                  NA                 114   NA            1                   GTX       NA
AJ1   MGTXTXN1_114                  NA                 114   NA            1                   GTX       NA
AF3   MGTXRXN1_114                  NA                 114   NA            1                   GTX       NA
AK4   MGTXTXP0_114                  NA                 114   NA            1                   GTX       NA
AG6   MGTXRXP0_114                  NA                 114   NA            1                   GTX       NA
AK3   MGTXTXN0_114                  NA                 114   NA            1                   GTX       NA
AG5   MGTXRXN0_114                  NA                 114   NA            1                   GTX       NA
W2    MGTXTXP3_115                  NA                 115   NA            1                   GTX       NA
Y4    MGTXRXP3_115                  NA                 115   NA            1                   GTX       NA
W1    MGTXTXN3_115                  NA                 115   NA            1                   GTX       NA
Y3    MGTXRXN3_115                  NA                 115   NA            1                   GTX       NA
AA2   MGTXTXP2_115                  NA                 115   NA            1                   GTX       NA
AA6   MGTXRXP2_115                  NA                 115   NA            1                   GTX       NA
AA1   MGTXTXN2_115                  NA                 115   NA            1                   GTX       NA
Y8    MGTREFCLK0P_115               NA                 115   NA            1                   GTX       NA
AA5   MGTXRXN2_115                  NA                 115   NA            1                   GTX       NA
A12   MGTAVTTRCAL_115               NA                 115   NA            1                   GTX       NA
Y7    MGTREFCLK0N_115               NA                 115   NA            1                   GTX       NA
B11   MGTRREF_115                   NA                 115   NA            1                   GTX       NA
AB7   MGTREFCLK1N_115               NA                 115   NA            1                   GTX       NA
AB8   MGTREFCLK1P_115               NA                 115   NA            1                   GTX       NA
AC2   MGTXTXP1_115                  NA                 115   NA            1                   GTX       NA
AB4   MGTXRXP1_115                  NA                 115   NA            1                   GTX       NA
AC1   MGTXTXN1_115                  NA                 115   NA            1                   GTX       NA
AB3   MGTXRXN1_115                  NA                 115   NA            1                   GTX       NA
AE2   MGTXTXP0_115                  NA                 115   NA            1                   GTX       NA
AC6   MGTXRXP0_115                  NA                 115   NA            1                   GTX       NA
AE1   MGTXTXN0_115                  NA                 115   NA            1                   GTX       NA
AC5   MGTXRXN0_115                  NA                 115   NA            1                   GTX       NA
P4    MGTXTXP3_116                  NA                 116   NA            1                   GTX       NA
R6    MGTXRXP3_116                  NA                 116   NA            1                   GTX       NA
P3    MGTXTXN3_116                  NA                 116   NA            1                   GTX       NA
R5    MGTXRXN3_116                  NA                 116   NA            1                   GTX       NA
R2    MGTXTXP2_116                  NA                 116   NA            1                   GTX       NA
U6    MGTXRXP2_116                  NA                 116   NA            1                   GTX       NA
R1    MGTXTXN2_116                  NA                 116   NA            1                   GTX       NA
T8    MGTREFCLK0P_116               NA                 116   NA            1                   GTX       NA
U5    MGTXRXN2_116                  NA                 116   NA            1                   GTX       NA
T7    MGTREFCLK0N_116               NA                 116   NA            1                   GTX       NA
V7    MGTREFCLK1N_116               NA                 116   NA            1                   GTX       NA
V8    MGTREFCLK1P_116               NA                 116   NA            1                   GTX       NA
T4    MGTXTXP1_116                  NA                 116   NA            1                   GTX       NA
V4    MGTXRXP1_116                  NA                 116   NA            1                   GTX       NA
T3    MGTXTXN1_116                  NA                 116   NA            1                   GTX       NA
V3    MGTXRXN1_116                  NA                 116   NA            1                   GTX       NA
U2    MGTXTXP0_116                  NA                 116   NA            1                   GTX       NA
W6    MGTXRXP0_116                  NA                 116   NA            1                   GTX       NA
U1    MGTXTXN0_116                  NA                 116   NA            1                   GTX       NA
W5    MGTXRXN0_116                  NA                 116   NA            1                   GTX       NA
K4    MGTXTXP3_117                  NA                 117   NA            2                   GTX       NA
J6    MGTXRXP3_117                  NA                 117   NA            2                   GTX       NA
K3    MGTXTXN3_117                  NA                 117   NA            2                   GTX       NA
J5    MGTXRXN3_117                  NA                 117   NA            2                   GTX       NA
L2    MGTXTXP2_117                  NA                 117   NA            2                   GTX       NA
L6    MGTXRXP2_117                  NA                 117   NA            2                   GTX       NA
L1    MGTXTXN2_117                  NA                 117   NA            2                   GTX       NA
K8    MGTREFCLK0P_117               NA                 117   NA            2                   GTX       NA
L5    MGTXRXN2_117                  NA                 117   NA            2                   GTX       NA
K7    MGTREFCLK0N_117               NA                 117   NA            2                   GTX       NA
M7    MGTREFCLK1N_117               NA                 117   NA            2                   GTX       NA
M8    MGTREFCLK1P_117               NA                 117   NA            2                   GTX       NA
M4    MGTXTXP1_117                  NA                 117   NA            2                   GTX       NA
N6    MGTXRXP1_117                  NA                 117   NA            2                   GTX       NA
M3    MGTXTXN1_117                  NA                 117   NA            2                   GTX       NA
N5    MGTXRXN1_117                  NA                 117   NA            2                   GTX       NA
N2    MGTXTXP0_117                  NA                 117   NA            2                   GTX       NA
P8    MGTXRXP0_117                  NA                 117   NA            2                   GTX       NA
N1    MGTXTXN0_117                  NA                 117   NA            2                   GTX       NA
P7    MGTXRXN0_117                  NA                 117   NA            2                   GTX       NA
F4    MGTXTXP3_118                  NA                 118   NA            2                   GTX       NA
E6    MGTXRXP3_118                  NA                 118   NA            2                   GTX       NA
F3    MGTXTXN3_118                  NA                 118   NA            2                   GTX       NA
E5    MGTXRXN3_118                  NA                 118   NA            2                   GTX       NA
G2    MGTXTXP2_118                  NA                 118   NA            2                   GTX       NA
F8    MGTXRXP2_118                  NA                 118   NA            2                   GTX       NA
G1    MGTXTXN2_118                  NA                 118   NA            2                   GTX       NA
E10   MGTREFCLK0P_118               NA                 118   NA            2                   GTX       NA
F7    MGTXRXN2_118                  NA                 118   NA            2                   GTX       NA
AC10  MGTAVTTRCAL_118               NA                 118   NA            2                   GTX       NA
E9    MGTREFCLK0N_118               NA                 118   NA            2                   GTX       NA
AC9   MGTRREF_118                   NA                 118   NA            2                   GTX       NA
G9    MGTREFCLK1N_118               NA                 118   NA            2                   GTX       NA
G10   MGTREFCLK1P_118               NA                 118   NA            2                   GTX       NA
H4    MGTXTXP1_118                  NA                 118   NA            2                   GTX       NA
G6    MGTXRXP1_118                  NA                 118   NA            2                   GTX       NA
H3    MGTXTXN1_118                  NA                 118   NA            2                   GTX       NA
G5    MGTXRXN1_118                  NA                 118   NA            2                   GTX       NA
J2    MGTXTXP0_118                  NA                 118   NA            2                   GTX       NA
H8    MGTXRXP0_118                  NA                 118   NA            2                   GTX       NA
J1    MGTXTXN0_118                  NA                 118   NA            2                   GTX       NA
H7    MGTXRXN0_118                  NA                 118   NA            2                   GTX       NA
B4    MGTXTXP3_119                  NA                 119   NA            2                   GTX       NA
A6    MGTXRXP3_119                  NA                 119   NA            2                   GTX       NA
B3    MGTXTXN3_119                  NA                 119   NA            2                   GTX       NA
A5    MGTXRXN3_119                  NA                 119   NA            2                   GTX       NA
C2    MGTXTXP2_119                  NA                 119   NA            2                   GTX       NA
B8    MGTXRXP2_119                  NA                 119   NA            2                   GTX       NA
C1    MGTXTXN2_119                  NA                 119   NA            2                   GTX       NA
A10   MGTREFCLK0P_119               NA                 119   NA            2                   GTX       NA
B7    MGTXRXN2_119                  NA                 119   NA            2                   GTX       NA
A9    MGTREFCLK0N_119               NA                 119   NA            2                   GTX       NA
C9    MGTREFCLK1N_119               NA                 119   NA            2                   GTX       NA
C10   MGTREFCLK1P_119               NA                 119   NA            2                   GTX       NA
D4    MGTXTXP1_119                  NA                 119   NA            2                   GTX       NA
C6    MGTXRXP1_119                  NA                 119   NA            2                   GTX       NA
D3    MGTXTXN1_119                  NA                 119   NA            2                   GTX       NA
C5    MGTXRXN1_119                  NA                 119   NA            2                   GTX       NA
E2    MGTXTXP0_119                  NA                 119   NA            2                   GTX       NA
D8    MGTXRXP0_119                  NA                 119   NA            2                   GTX       NA
E1    MGTXTXN0_119                  NA                 119   NA            2                   GTX       NA
D7    MGTXRXN0_119                  NA                 119   NA            2                   GTX       NA
C8    MGTAVCC_G11                   NA                 NA    NA            NA                  NA        NA
E8    MGTAVCC_G11                   NA                 NA    NA            NA                  NA        NA
G8    MGTAVCC_G11                   NA                 NA    NA            NA                  NA        NA
J8    MGTAVCC_G11                   NA                 NA    NA            NA                  NA        NA
L8    MGTAVCC_G11                   NA                 NA    NA            NA                  NA        NA
AA8   MGTAVCC_G10                   NA                 NA    NA            NA                  NA        NA
AC8   MGTAVCC_G10                   NA                 NA    NA            NA                  NA        NA
AE8   MGTAVCC_G10                   NA                 NA    NA            NA                  NA        NA
AJ8   MGTAVCC_G10                   NA                 NA    NA            NA                  NA        NA
AL8   MGTAVCC_G10                   NA                 NA    NA            NA                  NA        NA
AN8   MGTAVCC_G10                   NA                 NA    NA            NA                  NA        NA
AR8   MGTAVCC_G10                   NA                 NA    NA            NA                  NA        NA
AU8   MGTAVCC_G10                   NA                 NA    NA            NA                  NA        NA
AW8   MGTAVCC_G10                   NA                 NA    NA            NA                  NA        NA
BA8   MGTAVCC_G10                   NA                 NA    NA            NA                  NA        NA
W8    MGTAVCC_G10                   NA                 NA    NA            NA                  NA        NA
B6    MGTAVTT_G11                   NA                 NA    NA            NA                  NA        NA
C4    MGTAVTT_G11                   NA                 NA    NA            NA                  NA        NA
D6    MGTAVTT_G11                   NA                 NA    NA            NA                  NA        NA
E4    MGTAVTT_G11                   NA                 NA    NA            NA                  NA        NA
F6    MGTAVTT_G11                   NA                 NA    NA            NA                  NA        NA
G4    MGTAVTT_G11                   NA                 NA    NA            NA                  NA        NA
H6    MGTAVTT_G11                   NA                 NA    NA            NA                  NA        NA
J4    MGTAVTT_G11                   NA                 NA    NA            NA                  NA        NA
L4    MGTAVTT_G11                   NA                 NA    NA            NA                  NA        NA
N4    MGTAVTT_G11                   NA                 NA    NA            NA                  NA        NA
P6    MGTAVTT_G11                   NA                 NA    NA            NA                  NA        NA
R4    MGTAVTT_G10                   NA                 NA    NA            NA                  NA        NA
W4    MGTAVTT_G10                   NA                 NA    NA            NA                  NA        NA
AA4   MGTAVTT_G10                   NA                 NA    NA            NA                  NA        NA
AC4   MGTAVTT_G10                   NA                 NA    NA            NA                  NA        NA
AE4   MGTAVTT_G10                   NA                 NA    NA            NA                  NA        NA
AJ4   MGTAVTT_G10                   NA                 NA    NA            NA                  NA        NA
AL4   MGTAVTT_G10                   NA                 NA    NA            NA                  NA        NA
AM6   MGTAVTT_G10                   NA                 NA    NA            NA                  NA        NA
AN4   MGTAVTT_G10                   NA                 NA    NA            NA                  NA        NA
AP6   MGTAVTT_G10                   NA                 NA    NA            NA                  NA        NA
AR4   MGTAVTT_G10                   NA                 NA    NA            NA                  NA        NA
AU4   MGTAVTT_G10                   NA                 NA    NA            NA                  NA        NA
AV6   MGTAVTT_G10                   NA                 NA    NA            NA                  NA        NA
AW4   MGTAVTT_G10                   NA                 NA    NA            NA                  NA        NA
AY6   MGTAVTT_G10                   NA                 NA    NA            NA                  NA        NA
BA4   MGTAVTT_G10                   NA                 NA    NA            NA                  NA        NA
N8    MGTVCCAUX_G11                 NA                 NA    NA            NA                  NA        NA
R8    MGTVCCAUX_G10                 NA                 NA    NA            NA                  NA        NA
U8    MGTVCCAUX_G10                 NA                 NA    NA            NA                  NA        NA
A2    GND                           NA                 NA    NA            NA                  NA        NA
A3    GND                           NA                 NA    NA            NA                  NA        NA
A4    GND                           NA                 NA    NA            NA                  NA        NA
A7    GND                           NA                 NA    NA            NA                  NA        NA
A8    GND                           NA                 NA    NA            NA                  NA        NA
A11   GND                           NA                 NA    NA            NA                  NA        NA
A13   GND                           NA                 NA    NA            NA                  NA        NA
A18   GND                           NA                 NA    NA            NA                  NA        NA
A28   GND                           NA                 NA    NA            NA                  NA        NA
A38   GND                           NA                 NA    NA            NA                  NA        NA
AA3   GND                           NA                 NA    NA            NA                  NA        NA
AA7   GND                           NA                 NA    NA            NA                  NA        NA
AA9   GND                           NA                 NA    NA            NA                  NA        NA
AA11  GND                           NA                 NA    NA            NA                  NA        NA
AA13  GND                           NA                 NA    NA            NA                  NA        NA
AA15  GND                           NA                 NA    NA            NA                  NA        NA
AA17  GND                           NA                 NA    NA            NA                  NA        NA
AA19  GND                           NA                 NA    NA            NA                  NA        NA
AA23  GND                           NA                 NA    NA            NA                  NA        NA
AA25  GND                           NA                 NA    NA            NA                  NA        NA
AA27  GND                           NA                 NA    NA            NA                  NA        NA
AA38  GND                           NA                 NA    NA            NA                  NA        NA
AB1   GND                           NA                 NA    NA            NA                  NA        NA
AB2   GND                           NA                 NA    NA            NA                  NA        NA
AB5   GND                           NA                 NA    NA            NA                  NA        NA
AB6   GND                           NA                 NA    NA            NA                  NA        NA
AB9   GND                           NA                 NA    NA            NA                  NA        NA
AB10  GND                           NA                 NA    NA            NA                  NA        NA
AB12  GND                           NA                 NA    NA            NA                  NA        NA
AB14  GND                           NA                 NA    NA            NA                  NA        NA
AB16  GND                           NA                 NA    NA            NA                  NA        NA
AB18  GND                           NA                 NA    NA            NA                  NA        NA
AB22  GND                           NA                 NA    NA            NA                  NA        NA
AB24  GND                           NA                 NA    NA            NA                  NA        NA
AB26  GND                           NA                 NA    NA            NA                  NA        NA
AB28  GND                           NA                 NA    NA            NA                  NA        NA
AB35  GND                           NA                 NA    NA            NA                  NA        NA
AC3   GND                           NA                 NA    NA            NA                  NA        NA
AC7   GND                           NA                 NA    NA            NA                  NA        NA
AC11  GND                           NA                 NA    NA            NA                  NA        NA
AC13  GND                           NA                 NA    NA            NA                  NA        NA
AC15  GND                           NA                 NA    NA            NA                  NA        NA
AC17  GND                           NA                 NA    NA            NA                  NA        NA
AC19  GND                           NA                 NA    NA            NA                  NA        NA
AC23  GND                           NA                 NA    NA            NA                  NA        NA
AC25  GND                           NA                 NA    NA            NA                  NA        NA
AC27  GND                           NA                 NA    NA            NA                  NA        NA
AC32  GND                           NA                 NA    NA            NA                  NA        NA
AC42  GND                           NA                 NA    NA            NA                  NA        NA
AD1   GND                           NA                 NA    NA            NA                  NA        NA
AD2   GND                           NA                 NA    NA            NA                  NA        NA
AD5   GND                           NA                 NA    NA            NA                  NA        NA
AD6   GND                           NA                 NA    NA            NA                  NA        NA
AD9   GND                           NA                 NA    NA            NA                  NA        NA
AD10  GND                           NA                 NA    NA            NA                  NA        NA
AD12  GND                           NA                 NA    NA            NA                  NA        NA
AD14  GND                           NA                 NA    NA            NA                  NA        NA
AD16  GND                           NA                 NA    NA            NA                  NA        NA
AD18  GND                           NA                 NA    NA            NA                  NA        NA
AD20  GND                           NA                 NA    NA            NA                  NA        NA
AD22  GND                           NA                 NA    NA            NA                  NA        NA
AD24  GND                           NA                 NA    NA            NA                  NA        NA
AD26  GND                           NA                 NA    NA            NA                  NA        NA
AD28  GND                           NA                 NA    NA            NA                  NA        NA
AD29  GND                           NA                 NA    NA            NA                  NA        NA
AD39  GND                           NA                 NA    NA            NA                  NA        NA
AE3   GND                           NA                 NA    NA            NA                  NA        NA
AE7   GND                           NA                 NA    NA            NA                  NA        NA
AE9   GND                           NA                 NA    NA            NA                  NA        NA
AE11  GND                           NA                 NA    NA            NA                  NA        NA
AE13  GND                           NA                 NA    NA            NA                  NA        NA
AE15  GND                           NA                 NA    NA            NA                  NA        NA
AE17  GND                           NA                 NA    NA            NA                  NA        NA
AE19  GND                           NA                 NA    NA            NA                  NA        NA
AE21  GND                           NA                 NA    NA            NA                  NA        NA
AE23  GND                           NA                 NA    NA            NA                  NA        NA
AE25  GND                           NA                 NA    NA            NA                  NA        NA
AE27  GND                           NA                 NA    NA            NA                  NA        NA
AE36  GND                           NA                 NA    NA            NA                  NA        NA
AF1   GND                           NA                 NA    NA            NA                  NA        NA
AF2   GND                           NA                 NA    NA            NA                  NA        NA
AF5   GND                           NA                 NA    NA            NA                  NA        NA
AF6   GND                           NA                 NA    NA            NA                  NA        NA
AF9   GND                           NA                 NA    NA            NA                  NA        NA
AF10  GND                           NA                 NA    NA            NA                  NA        NA
AF12  GND                           NA                 NA    NA            NA                  NA        NA
AF14  GND                           NA                 NA    NA            NA                  NA        NA
AF16  GND                           NA                 NA    NA            NA                  NA        NA
AF18  GND                           NA                 NA    NA            NA                  NA        NA
AF20  GND                           NA                 NA    NA            NA                  NA        NA
AF22  GND                           NA                 NA    NA            NA                  NA        NA
AF24  GND                           NA                 NA    NA            NA                  NA        NA
AF26  GND                           NA                 NA    NA            NA                  NA        NA
AF33  GND                           NA                 NA    NA            NA                  NA        NA
AG3   GND                           NA                 NA    NA            NA                  NA        NA
AG4   GND                           NA                 NA    NA            NA                  NA        NA
AG7   GND                           NA                 NA    NA            NA                  NA        NA
AG8   GND                           NA                 NA    NA            NA                  NA        NA
AG9   GND                           NA                 NA    NA            NA                  NA        NA
AG10  GND                           NA                 NA    NA            NA                  NA        NA
AG13  GND                           NA                 NA    NA            NA                  NA        NA
AG15  GND                           NA                 NA    NA            NA                  NA        NA
AG17  GND                           NA                 NA    NA            NA                  NA        NA
AG19  GND                           NA                 NA    NA            NA                  NA        NA
AG21  GND                           NA                 NA    NA            NA                  NA        NA
AG23  GND                           NA                 NA    NA            NA                  NA        NA
AG25  GND                           NA                 NA    NA            NA                  NA        NA
AG27  GND                           NA                 NA    NA            NA                  NA        NA
AG30  GND                           NA                 NA    NA            NA                  NA        NA
AG40  GND                           NA                 NA    NA            NA                  NA        NA
AH1   GND                           NA                 NA    NA            NA                  NA        NA
AH2   GND                           NA                 NA    NA            NA                  NA        NA
AH5   GND                           NA                 NA    NA            NA                  NA        NA
AH6   GND                           NA                 NA    NA            NA                  NA        NA
AH9   GND                           NA                 NA    NA            NA                  NA        NA
AH12  GND                           NA                 NA    NA            NA                  NA        NA
AH14  GND                           NA                 NA    NA            NA                  NA        NA
AH16  GND                           NA                 NA    NA            NA                  NA        NA
AH17  GND                           NA                 NA    NA            NA                  NA        NA
AH18  GND                           NA                 NA    NA            NA                  NA        NA
AH20  GND                           NA                 NA    NA            NA                  NA        NA
AH22  GND                           NA                 NA    NA            NA                  NA        NA
AH24  GND                           NA                 NA    NA            NA                  NA        NA
AH26  GND                           NA                 NA    NA            NA                  NA        NA
AH37  GND                           NA                 NA    NA            NA                  NA        NA
AJ3   GND                           NA                 NA    NA            NA                  NA        NA
AJ7   GND                           NA                 NA    NA            NA                  NA        NA
AJ9   GND                           NA                 NA    NA            NA                  NA        NA
AJ14  GND                           NA                 NA    NA            NA                  NA        NA
AJ24  GND                           NA                 NA    NA            NA                  NA        NA
AJ27  GND                           NA                 NA    NA            NA                  NA        NA
AJ34  GND                           NA                 NA    NA            NA                  NA        NA
AK1   GND                           NA                 NA    NA            NA                  NA        NA
AK2   GND                           NA                 NA    NA            NA                  NA        NA
AK5   GND                           NA                 NA    NA            NA                  NA        NA
AK6   GND                           NA                 NA    NA            NA                  NA        NA
AK9   GND                           NA                 NA    NA            NA                  NA        NA
AK11  GND                           NA                 NA    NA            NA                  NA        NA
AK21  GND                           NA                 NA    NA            NA                  NA        NA
AK31  GND                           NA                 NA    NA            NA                  NA        NA
AK41  GND                           NA                 NA    NA            NA                  NA        NA
AL3   GND                           NA                 NA    NA            NA                  NA        NA
AL7   GND                           NA                 NA    NA            NA                  NA        NA
AL9   GND                           NA                 NA    NA            NA                  NA        NA
AL18  GND                           NA                 NA    NA            NA                  NA        NA
AL28  GND                           NA                 NA    NA            NA                  NA        NA
AL38  GND                           NA                 NA    NA            NA                  NA        NA
AM1   GND                           NA                 NA    NA            NA                  NA        NA
AM2   GND                           NA                 NA    NA            NA                  NA        NA
AM5   GND                           NA                 NA    NA            NA                  NA        NA
AM9   GND                           NA                 NA    NA            NA                  NA        NA
AM10  GND                           NA                 NA    NA            NA                  NA        NA
AM15  GND                           NA                 NA    NA            NA                  NA        NA
AM25  GND                           NA                 NA    NA            NA                  NA        NA
AM35  GND                           NA                 NA    NA            NA                  NA        NA
AN3   GND                           NA                 NA    NA            NA                  NA        NA
AN7   GND                           NA                 NA    NA            NA                  NA        NA
AN9   GND                           NA                 NA    NA            NA                  NA        NA
AN10  GND                           NA                 NA    NA            NA                  NA        NA
AN12  GND                           NA                 NA    NA            NA                  NA        NA
AN22  GND                           NA                 NA    NA            NA                  NA        NA
AN32  GND                           NA                 NA    NA            NA                  NA        NA
AN42  GND                           NA                 NA    NA            NA                  NA        NA
AP1   GND                           NA                 NA    NA            NA                  NA        NA
AP2   GND                           NA                 NA    NA            NA                  NA        NA
AP5   GND                           NA                 NA    NA            NA                  NA        NA
AP9   GND                           NA                 NA    NA            NA                  NA        NA
AP10  GND                           NA                 NA    NA            NA                  NA        NA
AP19  GND                           NA                 NA    NA            NA                  NA        NA
AP29  GND                           NA                 NA    NA            NA                  NA        NA
AP39  GND                           NA                 NA    NA            NA                  NA        NA
AR3   GND                           NA                 NA    NA            NA                  NA        NA
AR7   GND                           NA                 NA    NA            NA                  NA        NA
AR9   GND                           NA                 NA    NA            NA                  NA        NA
AR10  GND                           NA                 NA    NA            NA                  NA        NA
AR16  GND                           NA                 NA    NA            NA                  NA        NA
AR26  GND                           NA                 NA    NA            NA                  NA        NA
AR36  GND                           NA                 NA    NA            NA                  NA        NA
AT1   GND                           NA                 NA    NA            NA                  NA        NA
AT2   GND                           NA                 NA    NA            NA                  NA        NA
AT5   GND                           NA                 NA    NA            NA                  NA        NA
AT6   GND                           NA                 NA    NA            NA                  NA        NA
AT9   GND                           NA                 NA    NA            NA                  NA        NA
AT10  GND                           NA                 NA    NA            NA                  NA        NA
AT11  GND                           NA                 NA    NA            NA                  NA        NA
AT13  GND                           NA                 NA    NA            NA                  NA        NA
AT23  GND                           NA                 NA    NA            NA                  NA        NA
AT33  GND                           NA                 NA    NA            NA                  NA        NA
AU3   GND                           NA                 NA    NA            NA                  NA        NA
AU7   GND                           NA                 NA    NA            NA                  NA        NA
AU11  GND                           NA                 NA    NA            NA                  NA        NA
AU20  GND                           NA                 NA    NA            NA                  NA        NA
AU30  GND                           NA                 NA    NA            NA                  NA        NA
AU40  GND                           NA                 NA    NA            NA                  NA        NA
AV1   GND                           NA                 NA    NA            NA                  NA        NA
AV2   GND                           NA                 NA    NA            NA                  NA        NA
AV5   GND                           NA                 NA    NA            NA                  NA        NA
AV9   GND                           NA                 NA    NA            NA                  NA        NA
AV10  GND                           NA                 NA    NA            NA                  NA        NA
AV11  GND                           NA                 NA    NA            NA                  NA        NA
AV17  GND                           NA                 NA    NA            NA                  NA        NA
AV27  GND                           NA                 NA    NA            NA                  NA        NA
AV37  GND                           NA                 NA    NA            NA                  NA        NA
